id,mssv, namsinh, gioitinh, noisinh, lopsh, khoa, hedt, khoahoc, chuyennganh2, tinhtrang, diachi_tinhtp,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56
8290,1CE4CDB2XPvAibaEXe8ge2UHv4J4ByS1Gt3OtWsA,1995,1, TP. H? Chí Minh, KHMT0001, KHMT, CQUI,8, D480101,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291,24DC3D8AXPvAibaEXe8ge2UHv4J4B18QuY8RUYi8,1995,1, Th?a Thiên Hu?, KTMT2013, KTMT, CQUI,8, D520214,3, T?nh Th?a Thiên Hu?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8292,6E479E37XPvAibaEXe+1P/4gNbgreS61mE4eZb4e,1995,1, Sông Bé, MMTT2013, MMT&TT, CQUI,8, D480102,3, T?nh Bình D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293,FEB67E7CXPvAibaEXe+1P/4gNbgreX5kOa5/zSG4,1994,1, NULL, KTMT2013, KTMT, CQUI,8, D520214,5, NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294,13D944E0XPvAibaEXe+1P/4gNbgreZHDR7oX7edx,1995,1, TP. H? Chí Minh, MMTT2013, MMT&TT, CQUI,8, D480102,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295,B2BC792FXPvAibaEXe+1P/4gNbgrefoTGueuT4Wa,1995,1, Thanh Hóa, KTPM0001, CNPM, CQUI,8, D480103,8, T?nh Thanh Hóa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296,EE98DE11XPvAibaEXe+1P/4gNbgrecMcGsUFy/kO,1995,1, Bình Thu?n, MMTT0001, MMT&TT, CQUI,8, D480102,3, T?nh Bình Thu?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297,182EDDDCXPvAibaEXe+1P/4gNbgredAYJhLzP30B,1993,1, Hà Nam Ninh, KHTN2013, KHMT, CNTN,8, D480101,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298,F5705943XPvAibaEXe+1P/4gNbgreYZ1sK9mulny,1995,1, Bình ??nh, KTPM0001, CNPM, CQUI,8, D480103,3, Thành ph? Quy Nh?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8299,1662E3E1XPvAibaEXe+1P/4gNbgreUA+MXxSOODq,1995,1, NULL, MMTT2013, MMT&TT, CQUI,8, D480102,5, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,1D5EC289XPvAibaEXe+1P/4gNbgreeJ2VIlZrW72,1995,1, Lâm ??ng, MMTT2013, MMT&TT, CQUI,8, D480102,5, T?nh Lâm ??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,FE176735XPvAibaEXe+1P/4gNbgreQ94npTP4/sD,1995,1, TP. H? Chí Minh, KHMT2013, KHMT, CQUI,8, D480101,5, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302,B35C4D81XPvAibaEXe+4hxKfaQWuhMpsX+yPsJqX,1995,1, Qu?ng Bình, CNTT0001, KTTT, CQUI,8, D480201,8, T?nh Qu?ng Bình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8303,58E06BD3XPvAibaEXe+4hxKfaQWuhIL+w/2UgtML,1995,1, Bà R?a - V?ng Tàu, MMTT2013, MMT&TT, CQUI,8, D480102,3, Huy?n Châu ??c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,0A2744ACXPvAibaEXe+4hxKfaQWuhJdFGWeKvxxz,1995,1, ??ng Nai, CNTT0001, KTTT, CQUI,8, D480201,3, T?nh ??ng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305,51E1C3E0XPvAibaEXe+4hxKfaQWuhLp2zzmiiyRe,1995,1, Lâm ??ng, ANTT2013, MMT&TT, CQUI,8, D480299,3, T?nh Lâm ??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8306,BDEDD44DXPvAibaEXe+4hxKfaQWuhAQGSgtQEIOS,1995,1, TP. H? Chí Minh, KTPM0001, CNPM, CQUI,8, D480103,5, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308,BC40EF90XPvAibaEXe+4hxKfaQWuhCn4CgCxF0TJ,1995,1, Lâm ??ng, MMTT0001, MMT&TT, CQUI,8, D480102,3, Huy?n B?o Lâm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309,A70F6ECCXPvAibaEXe+4hxKfaQWuhGFMu3PMgcNG,1995,1, ??ng Nai, MTCL2013, KTMT, CLC,8, D520214,5, Thành ph? Biên Hoà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310,530FE4E9XPvAibaEXe+4hxKfaQWuhFsElpA2NjHn,1995,1, Ti?n Giang, KTPM0001, CNPM, CQUI,8, D480103,3, T?nh Ti?n Giang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8312,3E756495XPvAibaEXe9P07hcrvmhCa0nLHGm6qSN,1995,1, Qu?ng Ngãi, KTPM2013, CNPM, CQUI,8, D480103,5, T?nh Qu?ng Ngãi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8313,5E4374B1XPvAibaEXe9P07hcrvmhCcXTNAkNC9Wy,1995,1, Bình Thu?n, KTMT2013, KTMT, CQUI,8, D520214,5, Huy?n ??c Linh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,53D6B6A5XPvAibaEXe9P07hcrvmhCdWEvna10bwL,1995,1, ??ng Tháp, HTTT0001, HTTT, CQUI,8, D480104,8, Huy?n Tháp M??i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,0D5828BAXPvAibaEXe9P07hcrvmhCf8ZveiQ5xwl,1995,1, Phú Yên, HTTT2013, HTTT, CQUI,8, D480104,5, T?nh Phú Yên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,981C7989XPvAibaEXe9P07hcrvmhCcxHupzWlaJ2,1995,1, Bình Thu?n, KTPM0001, CNPM, CQUI,8, D480103,3, T?nh Bình Thu?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317,F8E79C58XPvAibaEXe9P07hcrvmhCRobNyHYqD/N,1994,1, Nam ??nh, CNTT0001, KTTT, CQUI,8, D480201,8, T?nh ??k L?k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,538FDEFEXPvAibaEXe9P07hcrvmhCe3unM2XvNXE,1995,1, Bà R?a - V?ng Tàu, KHTN2013, KHMT, CNTN,8, D480101,3, Huy?n Tân Thành,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,8B7499D5XPvAibaEXe9P07hcrvmhCcn1vUPlZj5m,1995,1, ??ng Nai, MMTT0001, MMT&TT, CQUI,8, D480102,8, T?nh ??ng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,9D24935AXPvAibaEXe9P07hcrvmhCaK9iQTZe/LS,1995,1, Ti?n Giang, CNTT2013, KTTT, CQUI,8, D480201,5, T?nh Ti?n Giang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,0F6FD99FXPvAibaEXe9hPQQhQOOPydGyiKRryin1,1995,1, ??ng Nai, KTPM0001, CNPM, CQUI,8, D480103,8, T?nh Bình Ph??c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,64E9FDE3XPvAibaEXe9hPQQhQOOPyStw/R4lOHbB,1995,1, TP. H? Chí Minh, KTPM2013, CNPM, CQUI,8, D480103,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,31344271XPvAibaEXe9hPQQhQOOPyQ/T6/YpD1bo,1995,1, ??ng Nai, HTTT0001, HTTT, CQUI,8, D52480104,3, T?nh ??ng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,0ECFDCE2XPvAibaEXe9hPQQhQOOPyenrlTjJyLmh,1995,0, Qu?ng Ngãi, TM?T2013, HTTT, CQUI,8, D52480104,3, T?nh Qu?ng Ngãi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326,83845261XPvAibaEXe9hPQQhQOOPyYvq0zhwjv2w,1995,0, ??ng Nai, KHTN2013, KHMT, CNTN,8, D480101,3, Tình ??ng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327,02FA9B28XPvAibaEXe9hPQQhQOOPyX9iSjJX1yiu,1995,1, Ngh? An, HTTT0001, HTTT, CQUI,8, D480104,5, T?nh Ngh? An,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8328,952C9BD7XPvAibaEXe9hPQQhQOOPyVKuFZF5BlyS,1995,1, Thành ph? H? Chí Minh, CNTT0001, KTTT, CQUI,8, D480201,8, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8330,76CACACBXPvAibaEXe9hPQQhQOOPyV0cvrwNuPGz,1995,0, Thanh Hoá, MMTT2013, MMT&TT, CQUI,8, D480102,3, T?nh Thanh Hóa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8331,F832105BXPvAibaEXe+cD1fKElqxL8dha7yinstM,1993,1, Nam ??nh, MMTT0001, MMT&TT, CQUI,8, D480201,8, T?nh Nam ??nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8332,209DFFA3XPvAibaEXe+cD1fKElqxL0w/CiUgdc4i,1995,1, TP. H? Chí Minh, KHMT2013, KHMT, CQUI,8, D480101,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333,2527BAB9XPvAibaEXe+cD1fKElqxL9jGStBoq3T8,1995,0, Qu?ng Ngãi, KTPM0001, CNPM, CQUI,8, D480103,3, T?nh Qu?ng Ngãi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,3E437E83XPvAibaEXe+cD1fKElqxL3AMjMxrtDdl,1995,1, Bình ??nh, KTMT2013, KTMT, CQUI,8, D520214,3, T?nh Bình ??nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,E997D336XPvAibaEXe+cD1fKElqxL3Gg+IEXlrlL,1995,1, Bình Thu?n, CNTT2013, KTTT, CQUI,8, D480201,5, Huy?n Tánh Linh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,4D645550XPvAibaEXe+cD1fKElqxL9313y/YAPXl,1995,1, Lâm ??ng, KTPM2013, CNPM, CQUI,8, D480103,3, T?nh Lâm ??ng, Lâm ??ng.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,47140B5BXPvAibaEXe+cD1fKElqxL341hodw+e7I,1995,1, Hà T?nh, KTMT0001, KTMT, CQUI,8, D520214,8, T?nh Hà T?nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8338,8719AFF0XPvAibaEXe+cD1fKElqxLxHCg1eAHaJE,1995,1, Qu?ng Nam, MMTT0001, MMT&TT, CQUI,8, D480201,8, T?nh Qu?ng Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8339,85AB9A11XPvAibaEXe+cD1fKElqxL3rmZzDf2Nuw,1994,1, Nam ??nh, KHMT2013, KHMT, CQUI,8, D480101,3, T?nh Nam ??nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8340,A0CBAC25XPvAibaEXe/PGAaNNWvbUIg+w572qFZR,1995,1, TP. H? Chí Minh, KHMT0001, KHMT, CQUI,8, D480101,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8341,D39EBBA2XPvAibaEXe/PGAaNNWvbUH5UcB2OERFM,1995,1, Hà T?nh, MMTT2013, MMT&TT, CQUI,8, D480102,3, T?nh Gia Lai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8342,479E77A5XPvAibaEXe/PGAaNNWvbUNSidEr/n3m6,1995,1, ??k L?k, KHMT2013, KHMT, CQUI,8, D480101,5, T?nh ??k L?k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,8219EA1DXPvAibaEXe/PGAaNNWvbUAwbuGIAPcg8,1995,1, ??ng Nai, ANTT2013, MMT&TT, CQUI,8, D480201,5, T?nh Bình D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344,5B6EEE16XPvAibaEXe/PGAaNNWvbUKB+697ALtA7,1995,1, Qu?ng Bình, KHTN2013, KHMT, CNTN,8, D480101,3, T?nh Qu?ng Bình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,4BF55C16XPvAibaEXe/PGAaNNWvbULYXtWNJnzcF,1994,1, Qu?ng Bình, KHMT2013, KHMT, CQUI,8, D480101,5, T?nh Lâm ??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8346,D8B81312XPvAibaEXe/PGAaNNWvbUIfmRv3bR2wn,1995,1, Tp H? Chí Minh, TM?T2013, HTTT, CQUI,8, D52480104,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8347,A0E35B97XPvAibaEXe/PGAaNNWvbUGQEBTzIPKBn,1994,1, Khánh Hoà, KHMT2013, KHMT, CQUI,8, D480101,5, T?nh Khánh Hoà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8348,5E0FC4EBXPvAibaEXe/PGAaNNWvbUCzKilEFlh7i,1994,1, ??c Nông, MMTT2013, MMT&TT, CQUI,8, D480102,5, T?nh ??k Nông,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,2D110B13XPvAibaEXe+lo6eJkHWaQQMgTsF0se6I,1995,1, Qu?ng Ngãi, KHMT2013, KHMT, CQUI,8, D480101,5, T?nh Bình Ph??c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,8688239BXPvAibaEXe+lo6eJkHWaQdxLz0hNOYmX,1995,1, TP. H? Chí Minh, KTPM0001, CNPM, CQUI,8, D480103,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351,D06A6062XPvAibaEXe+lo6eJkHWaQfW61NRig7M4,1995,1, B?n Tre, CNTT2013, KTTT, CQUI,8, D480201,5, Huy?n Th?nh Phú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8352,8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw,1995,1, TP. H? Chí Minh, PMCL2013, CNPM, CLC,8, D480103,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8353,553F83D0XPvAibaEXe+lo6eJkHWaQXmbzaKicEyV,1995,1, TP. H? Chí Minh, MMTT2013, MMT&TT, CQUI,8, D480102,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,4D3A7564XPvAibaEXe+lo6eJkHWaQXS675WWbm48,1995,1, ??ng Tháp, KTMT2013, KTMT, CQUI,8, D520214,3, Xã M? Tân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8355,51BD86DFXPvAibaEXe+lo6eJkHWaQbDd3aiNSKaR,1995,1, ??ng Nai, MMTT0001, MMT&TT, CQUI,8, D480102,3, Huy?n Xuyên M?c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8358,C83A25DCXPvAibaEXe9X5bpEKoa0mpWrB2A9Cxkr,1995,1, ??c Nông, KHMT0001, KHMT, CQUI,8, D480101,3, T?nh ??k Nông,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8359,A2A984F7XPvAibaEXe9X5bpEKoa0mp7uV1IrtAed,1995,1, An Giang, MMTT0001, MMT&TT, CQUI,8, D480299,3, T?nh An Giang,T? 12,?p V?nh Bình,Xã V?nh Th?nh Trung,Huy?n Châu Phú,T?nh An Giang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,91C557BBXPvAibaEXe9X5bpEKoa0mhzvi3xnxIFE,1995,1, TP. H? Chí Minh, CTTT2013, HTTT, CTTT,8, D480104,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7,1995,1, TP. H? Chí Minh, PMCL2013, CNPM, CLC,8, D480103,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,85FA5549XPvAibaEXe9X5bpEKoa0msFO9rQKADMb,1995,0, Bình D??ng, MMTT2013, MMT&TT, CQUI,8, D480102,3, T?nh Bình D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,5032DD33XPvAibaEXe9X5bpEKoa0mil88XvSiR4r,1995,0, Qu?ng Bình, TM?T2013, HTTT, CQUI,8, D52480104,3, T?nh Qu?ng Bình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8366,49DAAF86XPvAibaEXe9X5bpEKoa0mvcHmZ6rxBHe,1995,0, Qu?ng Ngãi, MMTT2013, MMT&TT, CQUI,8, D480102,5, Tình Qu?ng Ngãi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,9A277123XPvAibaEXe9X5bpEKoa0mmVF3uzIq5Oi,1995,1, Bình Thu?n, MMTT2013, MMT&TT, CQUI,8, D480102,5, T?nh Bình Thu?n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,DA4648BAXPvAibaEXe8CKeIX0ksEeHU30caAK2WT,1995,1, Ti?n Giang, KTMT0001, KTMT, CQUI,8, D520214,3, T?nh B?n Tre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,4BBC8929XPvAibaEXe8CKeIX0ksEeC2D6tQZpWFy,1995,0, An Giang, MMTT0001, MMT&TT, CQUI,8, D480102,3, Huy?n Châu Phú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,0DF7E48FXPvAibaEXe8CKeIX0ksEeL2w5FD8Xm6m,1995,0, Khánh Hòa, HTTT0001, HTTT, CQUI,8, D480104,3, Huy?n Diên Khánh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,0D5F945EXPvAibaEXe8CKeIX0ksEeMKbwIdrC9sO,1995,0, Long An, CNTT2013, KTTT, CQUI,8, D480201,3, Huy?n B?n L?c, huy?n B?n L?c, t?nh Long An, - T? n?m 1963 - 1967: Là h?c sinh tr??ng ti?u h?c Tân B?u, huy?n B?n L?c, t?nh Long An\r\n- T? n?m 1967 - 1971: Là h?c sinh tr??ng trung h?c bán công Bình Chánh, huy?n Bình Chánh\r\n- T? n?m 1971 - 1986: Buôn bán\r\n- T? n?m 1986 ??n nay: N?i tr?, xã Tân B?u, huy?n B?n L?c, t?nh Long An,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,93A9CF9CXPvAibaEXe8CKeIX0ksEeBrXPslhxsvc,1995,1, Qu?ng Ngãi, MMTT2013, MMT&TT, CQUI,8, D480102,3, T?nh Qu?ng Ngãi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,E4B6DF8FXPvAibaEXe8CKeIX0ksEeOVNfnmEXxAN,1995,1, Gia Lai, HTTT0001, HTTT, CQUI,8, D480104,3, T?nh Gia Lai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,1AD297DDXPvAibaEXe8CKeIX0ksEeAeGfbwnr/en,1994,1, Thanh Hóa, KHMT0001, KHMT, CQUI,8, D480101,5, T?nh Bình D??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378,6ECC84E3XPvAibaEXe80gGmWuNekTx6pALIDxBTb,1995,1, Khánh Hoà, MMTT2013, MMT&TT, CQUI,8, D480102,3, T?nh Khánh Hoà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,D3602269XPvAibaEXe80gGmWuNekT3Wj11uigulq,1995,1, ??ng Nai, HTTT0001, HTTT, CQUI,8, D480104,8, Ph??ng Long Bình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,302C659FXPvAibaEXe80gGmWuNekT9HQE57P7S6C,1995,1, Ti?n Giang, KHTN2013, KHMT, CNTN,8, D480101,3, Th? xã Gò Công,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,9060AE5FXPvAibaEXe80gGmWuNekT7ow9cjIQrPL,1995,1, ??ng Nai, KTMT2013, KTMT, CQUI,8, D520214,3, Tình ??ng Nai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,741BAEACXPvAibaEXe80gGmWuNekT1wC4lREx8CX,1995,1, ??ng Nai, CNTT2013, KTTT, CQUI,8, D480201,3, Thành ph? Biên Hòa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,3509A991XPvAibaEXe80gGmWuNekT+evWuZt6lQJ,1995,1, Lâm ??ng, CNTT0001, KTTT, CQUI,8, D480201,8, T?nh Lâm ??ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,11F38B68XPvAibaEXe80gGmWuNekT2/+0d+ftnaD,1995,1, Thành ph? H? Chí Minh, MMTT0001, MMT&TT, CQUI,8, D480102,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,740BF475XPvAibaEXe80gGmWuNekT0DMGoGib8Ko,1994,1, Bình Thu?n, KTPM0001, CNPM, CQUI,8, D480103,3, T?nh ??k L?k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,46187904XPvAibaEXe80gGmWuNekT+rbNOzGEoBh,1995,1, An Giang, KTMT2013, KTMT, CQUI,8, D520214,5, T?nh ??ng Tháp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,8C0E9865XPvAibaEXe80gGmWuNekT1ErEJxTk1W6,1995,1, Qu?ng Nam, KTPM0001, CNPM, CQUI,8, D480103,5, T?nh Qu?ng Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,CB86CEE4XPvAibaEXe83EtiN4MI2njAKlLHQPQif,1995,0, Bình ??nh, MMTT0001, MMT&TT, CQUI,8, D480299,3, T?nh Bình ??nh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,6D3A87A7XPvAibaEXe83EtiN4MI2nuc2Ln7/pp+p,1995,1, Thanh Hóa, MMTT0001, MMT&TT, CQUI,8, D480102,3, T?nh Thanh Hóa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390,3CB24347XPvAibaEXe83EtiN4MI2ntso94rp+aT8,1995,1, Thành ph? H? Chí Minh, KTPM0001, CNPM, CQUI,8, D480103,3, Thành ph? H? Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
